"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2000","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.9",""
"2000","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2000","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2000","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.2",""
"2000","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.7",""
"2000","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.4",""
"2000","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2000","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6",""
"2000","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.7",""
"2000","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.4",""
"2000","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.7",""
"2000","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.8",""
"2000","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2000","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.8",""
"2000","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2000","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2000","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2000","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.9",""
"2000","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2000","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.4",""
"2000","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2000","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.9",""
"2000","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.3",""
"2000","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.1",""
"2000","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2000","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.6",""
"2000","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.9",""
"2000","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.1",""
"2000","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2000","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.5",""
"2001","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2001","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.6",""
"2001","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.8",""
"2001","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7",""
"2001","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2001","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.4",""
"2001","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2001","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.7",""
"2001","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2001","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.2",""
"2001","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2001","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.2",""
"2001","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2001","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.1",""
"2001","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2001","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.6",""
"2001","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2001","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.5",""
"2001","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2001","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.3",""
"2001","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2001","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2001","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2001","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8",""
"2001","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.6",""
"2001","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","7.3",""
"2001","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.2",""
"2001","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.0",""
"2001","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2001","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.3",""
"2001","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2001","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.0",""
"2001","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2001","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.3",""
"2001","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.8",""
"2001","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.0",""
"2001","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.8",""
"2001","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.9",""
"2001","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2001","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2001","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2001","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2001","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2001","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.4",""
"2001","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2001","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.8",""
"2001","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2001","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8",""
"2001","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2001","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.2",""
"2001","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.9",""
"2001","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.2",""
"2001","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2001","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.9",""
"2001","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.4",""
"2001","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.9",""
"2002","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2002","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2002","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2002","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.8",""
"2002","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2002","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.3",""
"2002","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2002","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.0",""
"2002","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2002","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.5",""
"2002","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2002","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.9",""
"2002","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2002","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.6",""
"2002","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2002","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.7",""
"2002","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2002","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7",""
"2002","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2002","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2002","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4","p"
"2002","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3","p"
"2002","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2002","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.1",""
"2002","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.8",""
"2002","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","7.9",""
"2002","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.6",""
"2002","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.3",""
"2002","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2002","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.5",""
"2002","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2002","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8",""
"2002","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2002","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.2",""
"2002","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.4",""
"2002","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2002","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2002","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.2",""
"2002","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2002","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.9",""
"2002","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2002","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.6",""
"2002","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2002","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.0",""
"2002","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2002","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.1",""
"2002","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2002","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.7",""
"2002","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2002","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.5",""
"2002","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2002","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.0",""
"2002","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2002","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.2",""
"2002","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2002","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.2",""
"2003","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2003","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3",""
"2003","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2003","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.3",""
"2003","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2003","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2003","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2003","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.7",""
"2003","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2003","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.0",""
"2003","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2003","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.9",""
"2003","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2003","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.6",""
"2003","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2003","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.3",""
"2003","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2003","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7",""
"2003","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2003","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.2",""
"2003","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4","p"
"2003","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.4","p"
"2003","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2003","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3",""
"2003","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.1",""
"2003","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","8.5",""
"2003","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.2",""
"2003","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.4",""
"2003","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2003","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.1",""
"2003","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.5",""
"2003","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.8",""
"2003","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.8",""
"2003","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.7",""
"2003","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2003","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2003","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2003","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.7",""
"2003","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2003","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.0",""
"2003","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.3",""
"2003","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.0",""
"2003","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2003","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.9",""
"2003","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.4",""
"2003","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.3",""
"2003","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2003","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.7",""
"2003","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.4",""
"2003","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.7",""
"2003","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2003","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.4",""
"2003","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2003","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.0",""
"2003","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.8",""
"2003","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6",""
"2004","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2004","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.2",""
"2004","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.9",""
"2004","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.1",""
"2004","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2004","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.0",""
"2004","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2004","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.4",""
"2004","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2004","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2004","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2004","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.2",""
"2004","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2004","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.9",""
"2004","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2004","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.0",""
"2004","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.4",""
"2004","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.8",""
"2004","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2004","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.2",""
"2004","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.0","p"
"2004","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6","p"
"2004","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2004","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3",""
"2004","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.8",""
"2004","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.0",""
"2004","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.3",""
"2004","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.1",""
"2004","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2004","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.2",""
"2004","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2004","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.7",""
"2004","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2004","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.8",""
"2004","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2004","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.2",""
"2004","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2004","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.5",""
"2004","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2004","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2004","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2004","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.8",""
"2004","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2004","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.3",""
"2004","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.5",""
"2004","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.4",""
"2004","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2004","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.5",""
"2004","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2004","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.9",""
"2004","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2004","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.4",""
"2004","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2004","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.5",""
"2004","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2004","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.8",""
"2005","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2005","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2005","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2005","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.7",""
"2005","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2005","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.7",""
"2005","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2005","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.7",""
"2005","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2005","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2005","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2005","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.7",""
"2005","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2005","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.3",""
"2005","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2005","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.9",""
"2005","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2005","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7",""
"2005","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.6",""
"2005","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.3",""
"2005","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3","p"
"2005","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.1","p"
"2005","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2005","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4",""
"2005","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.8",""
"2005","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.6",""
"2005","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2005","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.3",""
"2005","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2005","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.8",""
"2005","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2005","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.8",""
"2005","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
